,Sentence,Label
84,bañarse con agua super fría despues de un workout,positive
85,No podría ser más accurate,positive
86,Antiguos fans no quieren entenderme pero no he cambiado yo ha cambiado la forma que tenian de verme F*CK FAME,neutral
87,Te Amo Honey,positive
88,musical notes Shake it off baby musical notes palm leave crop top disponible en nuestra tienda #AllYouNeedIsEcuador S A L H U A,positive
89,Foticos para las mejores fans de #PremiosTuMundo #gabyespino fashionstylist #claudiazuleta ht,positive
90,Toda tú son goals,positive
91,I swear que yo la paso bien hablando mierdas en un parking,positive
92,ya saves k a uno k le corre sangre azul no cualkiera le pasa obii Jk,positive
93,Messi pasó de tengo problemas a call me Daddy,positive
94,chequered flag black and white mood #ilovesalhuaclothing Pedidos,neutral
95,Gracias por los regalitos que me habeis dado zombers red heart smiling face with heart-eyes,positive
96,it will trust next thing you know your done with this shit lmao face with tears of joy,positive
97,-so tall -religious -friendly -anime jaja,positive
98,That makes two of us Ya somos dos Person I ’m so ready to go on a vacation Person That makes two of us,positive
99,ejeeee tuitiando a estas horas como yo person tipping hand medium skin tone person tipping hand medium skin tone #twitteraddicts,positive
100,Jajaj en un pasado las cogia y envdd solo me llevana las libretas jajaja its not like we actually do shit,neutral
101,Mientras escribo un essay sobre la historia de PR como territorio lo único que me pregunto es porque carajos todavia somos colonia,negative
102,Seria bueno un buen CAFE pa despertar pero no tomo Así Q a despertar Viendo el mega shopper d black friday del work Woooojuuuuu,positive
103,CONCIERTO Y QUEDADA KRONNO ZOMBER NERY GODOY Y DJ FRED vía,positive
104,Listo ultimo look de la promocion elegante y con estilo,positive
105,osea pictures for daysss lol,neutral
106,El único día de la vida que no traigo sombrilla a la uni y llueve vpc,neutral
107,Me encanta que me llamen Pri Flaca o Rubia There 's just something about it relieved face,positive
108,Esa mierda de for prom esta bien patético puñeta,neutral
109,I do n't understand my dad rt me dice ke pelie por lo ke kiero y luego me anda ayi regañando ke viejas sobran smh,negative
110,I could n't help it I had to say the party was even though I wanted to be aburrida amable,neutral
111,Inhala exhala to tranqui,positive
112,JAJAJAJAJAJAJAJAJA Este weekend no jajaja El weekend de las justas podemosnir a Gilligan,positive
113,Este fin de mes va hacer el mejor Woooho,positive
114,Me encanta como Beyoncé sigue siendo mega confident de ella misma tras que se las pegaron real MVP,positive
115,un remember de las instrucciones que veo que hay algunos despistados,neutral
116,But still a comer enchiladas,positive
117,La batalla de rap más grande,positive
118,Is time to look perfect Falda irina Blusa beige #salhuaclothing,positive
119,El día está pa cuddle,positive
120,Put together Luce bien She ’s always very well put together with her clothes ironed and her hair done,positive
121,jajajajaja coje un break thinking face #deadpool,positive
122,que lies,neutral
123,omg red heart red heart red heart jajaja vas a necesitar mucho café person tipping hand medium skin tone person tipping hand medium skin tone person tipping hand medium skin tone,positive
124,Llegó la hora corillo Ha comenzado el #twitterafterdark,positive
125,Los problemas en mi vida son minimos comparados con el verdadero problema HELLO,positive
126,El vlog de hoy pequeñas mascarillas faciales QUÉ ESTOY HACIENDO,positive
127,Iba a comprar chocolate y no estaban aceptando ath Life is watching out for me Lo que no esta pa ti no está pa ti,positive
128,Hoy toca ir al cine a despejarse un poquito con que peli me recomendáis que no sea deadpool beaming face with smiling eyes,negative
129,Como me encojona que me cojan el parkinggg,negative
130,#bendito #elvacilondelaGatita Lol,neutral
131,Fight my way out Luchar contra el camino My mom taught me how to fight my way out of poverty,positive
132,I 'm proud hoy no tengo jacket puesto dimelo thin skin puñeta que frio,negative
133,Deal breaker Condición indispensable I was going to buy the house but the backyard was ugly that was a deal breaker for me,negative
134,omg I 'm done with you Un Dia Te cuento face with tears of joy OK hand,negative
135,El eye contact es otra cosa,positive
136,Bueeeeeenos dias sun sun beaming face with smiling eyes ladies and Zomber boys skull face savoring food victory hand light skin tone,neutral
137,This is so adorable red heart red heart red heart The last picture face with tears of joy there 's always that one baby two hearts,positive
138,MEZCLA de Dj Sheriff #EXCLUSIVO #ElVacilonDeLaGatita te la Regalamos,neutral
139,Are you a fan Estás apunto de convertirte en un super fan Mansions un DM para más info,positive
140,NO FUCKIN PUEDE SER NO NO NO NO,negative
141,Super trabajo Amiga U rock thumbs up winking face,positive
142,confia que si tu foto es cute un perrito es cute Y al igual que ese buho u are not cute fire fire fire fire fire,positive
143,el lunesss Vamos pa ocean pleaseee,positive
144,Watching Instructions not included man this movie will never get old Almost made me cry again,positive
145,le diste a los suggestions de encima del keyboard tupido,neutral
146,Clutter Desorden Look at all this clutter in your room it looks like a tornado went through it,negative
147,Exiting Total Gracias Familia Por apoyar ti estacion,positive
148,CONCIERTO Y QUEDADA KRONNO ZOMBER NERY GODOY Y DJ FRED vía,neutral
149,Go hand in hand Van de la mano Exercise and nutrition go hand in hand they are both equally important for good health,positive
150,Screw him Algo así como al diablo con él Screw him he 's not worth your time anyway,negative
151,El vlog de hoy PROBANDO CHUCHES JAPONESAS,positive
152,Listen to Color Rosa Prod Jeance by Leandro Dario #np on #SoundCloud,neutral
153,Un look moderno #fashionable #trendy #unique en style by,neutral
154,Con Instalando el diamante en bruto zombers,positive
155,Un masajito full body vendría bien,neutral
156,PAPO TAMOS ACTIVE DESDE LAS,neutral
157,Red red wine musical notes Red red blouse Blusa roja Collar ULTIMO DÍA DE ENVIOS GRATIS Aprovecha la promo,positive
158,es lo peor cuando haces eso pero sueñas about it,negative
159,So me acabo de comprar dos Bacon Cheeseburgers y unos nuggets smiling face with open hands,positive
160,ORCO Resistente a las flechas de LEGOLAS Juegos el hambre Minecraft vía,positive
161,Hemos volado el drone por primera vez HA SIDO UN ÉXITO Mañana lo veréis en el vlog grinning face with big eyes,positive
162,El group message con mis amigas es un peligro Estas mujeres no me dejan estudiar Me rio demasiado,positive
163,#quote #elVacilondelaGatita,positive
164,De Nada I know how much you kiddos enjoy time off lol,positive
165,Cansacio nivel me lleve el sliding door por el medio,neutral
166,Empezando a separar lo que me voy a llevar y lo que dejo atrás pol dos I 'm too indecisive for this,negative
167,No matter how hard you try you 'll never be as cool as Xabi Alonso,neutral
168,Gracias a Dios llego el viernes Ya ready familia #elvacilondelagatita,positive
169,Las personas gay me caen tan cabron,neutral
170,El video de zomber Girl va a tardar mas de horas en renderizarse por estar grabado en y ahora que asemoh no matamo,negative
171,Hay días que te ves extremadamente linda #today Purple lover grapes umbrella #salhuawoman #salhuaoutfit,positive
172,JUEGOS DEL HAMBRE FINAL ENTRE NOSOTROS Minecraft vía,positive
173,True Anaya es bellaaa,positive
174,Pub club te extraño demasiado loudly crying face,negative
175,Cuando me siego ellos son los k me hasen abrir los ojos #blessed #family,positive
176,Punetaaaaa no quiero que esto se acabe loudly crying face quiero seguir siendo senior,positive
177,Suck qe todos esten en clases face with rolling eyes face with rolling eyes face with rolling eyes,negative
178,Part me rendí #trainning #puppy #Duque dio pasitos y ya,positive
179,te amo baby Me haces muy feliz,positive
180,Great Job looked great on thumbs up kiss mark clapping hands dress high-heeled shoe gracias Silvis,neutral
181,Provócame by Chayanne found with Listen now Back to a better time,positive
182,Lo que me manda mama countdown to come home smiling face with heart-eyes OK hand face screaming in fear growing heart,neutral
183,Agghhh alguien que me acompañe a ver me before you,positive
184,Hoy decido agradecer apreciar y creer firmemente a todos los que estan en mi Vida is rocking all ready,positive
185,This is a tough call Es una decisión difícil We 'll have to let go some of our employees but who This is a tough call,negative
186,you bet,positive
187,Hice un tema del Black Ops lo partí y ahora todos quieren copiarme musical note musical notes,positive
188,sailboat NUEVO POST sailboat #cuttybandistas en Ibiza mobile phone index pointing up medium-light skin tone,neutral
189,allright si no ya sabe las consequencias Eh haha,positive
190,Jajajajja maldad con mucho amor jajaja secretly I do hun,positive
191,But whatever shoutout to Roque por bailar me today OK hand,neutral
192,#SummerGoal explorar a Puerto Rico lo mas que pueda sun with face,positive
193,Acabo la uni el jueves y salgo aproximadamente a las Esto es clinking beer mugs wine glass tropical drink desde temprano,neutral
194,mirando mi camisa de la caravana wtf ya paso un año,positive
195,Ya Vez I have all the right to get jealous,negative
196,She 's a good cuñada lol,positive
197,Gracias a mi estilista bella She just purchased mi nuevo simgle #notengodinero #teammaffio thumbs up,positive
198,Que necesitas en tu vida Me,neutral
199,Babi linda HAPPY BIRTHDAYYY clinking beer mugs crown sparkles smiling face with horns QUE LA PASES CABRÓN cherries,positive
200,Todos necesitan un poco de energía Recarga mientras caminas con Mophie Powerstation,positive
201,eramos el turno so nos tuvimos que ir face with tears of joy pero para la próxima te avisoo,neutral
202,Quiero perrear Shaky Shaky Shaky,positive
203,Disfrutando de mi melena y las mezclas de Alex Sensation #elvacilondelagatita #Duque,neutral
204,I could be so down for you put so much effort into you but if you can n't reciprocate the effort Takes two to tango Goodbye,negative
205,YOUTUBERS LIFE DE SUSCRIPTORES QUIERES CASARTE CONMIGO vía,positive
206,Mira PUÑETA si no te gusta lo que posteo hay un fabuloso boton que se llama UNFRIEND Y UNFOLLOW en las diversas redes TE INVITO A DARLE,positive
207,Dios mío gracias Stop shaming women and stop double standards,positive
208,Mucho mejor que el de la Striper,neutral
209,Somos la red en los EEUU y cuando va de camino a casa #BetterMatters,neutral
210,Y ahora viendo Toy Story con mi sobrino,positive
211,hi,positive
212,Weys muchas gracias bro Te agradezco el apoyo Hago lo que puedo,positive
213,Zombers si llegamos a os subo un adelanto rapeado ahora a twitter para que lo escucheis red heart Que la infección se propague red heart skull,positive
214,Tú eres dueña de las mejores decisiones #salhuaclothing Blusas nuevas Visitanos ó realiza tus pedidos a domicilio,positive
215,She used to make me my own meal whenever she made something I did n't eat ora ni madres Ya no me quiere loudly crying face loudly crying face,negative
216,Respuesta #TechTrivia Irina Blok diseñó el primer logotipo de Android el favorito de todos,positive
217,vestida de bolsa de y Joyas stylist #pln,positive
218,Jejejeje #quote #elvacilondelaGatita,positive
219,No quiero subir fotos de anoche porque me quiero hacer el mismo peinado para mi otra iniciación face with tears of joy #girlproblems,positive
220,Stylist x gracias placer trabajar para ustedes face blowing a kiss necktie dress thumbs up,positive
221,Acho vámonosss Ya yo estoy afuera y to,neutral
222,Today me dieron una pinche shot y me rompieron mi corazonsito npw,negative
223,#Guanajuato Gano Tonight En El #Carnaval Eso Mero Mi Jente,positive
224,face with tears of joy hahahaha gracias gracias flexed biceps medium-light skin tone see-no-evil monkey,positive
225,Que stress person getting massage medium-light skin tone,neutral
226,Hungry tengo,neutral
227,Dile hola a la temporada con tu Hindú stamp shirt Para realizar tu pedido escribenos al,neutral
228,La sangria en st Thomas passio Woohoo,positive
229,OMG Panda Express para Walmart d Bayamon,neutral
230,No feelingsss,neutral
231,El vlog de hoy pequeños charcos inesperados OS HE MENTIDO,negative
232,Eres soltera Guapa y coqueta Quieres estar en el Zol Beach House en el Clevlander Podrías estar,positive
233,CHIVAS REGAL Presents CHIVAS Home Party El Party mas esperado del NO se lo pueden perder,positive
234,That wiz k is fuegoo fire fire fire,positive
235,likes Que Maravilla Feeling Greatful,positive
236,ALÁBALO QUE VIVE MEJOR NOTICIAAAAAAAA EVER,positive
237,No sé si el Hip Hop es lo que amo o lo que en realidad detesto,neutral
238,Work bebo work,positive
239,Borré mi tweet porque Perea se sintió incómodo,negative
240,Vamos Apoyar a Y Dale REPOST en Tu Pagina Miami New Times esta eligiendo lo mejor,positive
241,JAJAJAJAJ WTF,neutral
242,Steph curry tiene las iniciales de su esposa en el dedo porque no puede usar su sortija durante el juego Respect,neutral
243,DO ALL THINGS WITH LOVE Purple lover alien monster Esta blusa puedes amarrarla o abrocharla y usarla por dentro de tu jean,positive
244,Donde Where 's that,positive
245,Morir haciendo math estaría triste cc wowowowowowwowww,negative
246,my head says yes but my heart says te vas a joder,positive
247,Lenguage de Señas debe ser un requisito para futuros doctores just saying,negative
248,Me ha gustado un vídeo de de Cyclo Iluminado Con Piter-G LYRIC VIDEO,positive
249,haha yea And yes really tambien mi cunada was scared but como mi tio trabaja en un zapateria he tld her que hace si las laban,negative
250,es mi pimp jajaj love youu,positive
251,blanco rojo encajes botas #IN collar #angieestilo,neutral
252,No hay ninguna clase que se pueda comparar con lo cabrona que esta la mia sorry,positive
253,Hace falta un rave con mi squad,negative
254,Black and beige A la tendencia ya de lo que viene esta primavera Vestido en encaje negro con crema,positive
255,Tengo un craving de donas de Dunkin Donuts weary face,positive
256,Here 's what happens when Latinos taste test each other ’s holiday dishes #Holid,positive
257,Nos colamos backstage #EntreLaMusica #LatinGRAMMY ín,positive
258,Un Nuevo Dia stylist Angie Escamilla,positive
259,Qué weekend para la historia este,positive
260,we 've got days until valentines so if youre secretly in love with me now is the time to speak up Jajaja,positive
261,They 're probably are going to make some badass corridos about el chapo beaming face with smiling eyes thumbs up OK hand,positive
262,Ya él entendió cual es su camita #Duque #trainning #puppy eso sí tiene que estar al lado mio,positive
263,Pues yo quiero una peli de Spiderman desde otra vez Que le den a la civil war asi te lo digo,positive
264,Es facil de comprobar si yo paso de mis Zombers o no Un comentario con el simbolo index pointing up light skin tone si alguna vez os he dado Fav o like o signos de vida,neutral
265,Held accountable Ser responsable/ Hacerse responsable I do n't want to be held accountable for your bad actions,negative
266,jajajajajajajajajaj right,positive
267,Todo el mundo janguiando y yo aquí jodia escribiendo un paper que no acabo loudly crying face,negative
268,Mañana Sabado tenemos un show de carros clasico Darte un vuelta por Redland Market Village en,neutral
269,VEN A BUSCAR TU ARBOLITO si no te lo ganastes te puedes Registrar y Ganarlo aqui Avenida y la Bird Road,positive
270,lmao omfgahhhh enserio cres eso face with tears of joy face with tears of joy por que fumo bastante Y eso que tiene que ver haha,neutral
271,Las D ahh shiet esas son pa pistiar y chillar bien machin haha jk pero ese guero si k tiene maña pa poner a uno sentimental,neutral
272,tarde pero sin sueño only a week late no pasa nada jiji,positive
273,De algun modo tienes k ser discreta aun k no te deje empaz la consiensia k nadie sepa Omg k cansion,positive
274,Yo piché lo que dice y me fijé primero en el pelo on point af,neutral
275,#Clevlander recuento en fotos #ElVacilondelaGatita,positive
276,Pam y u so cute,positive
277,Feliz inicio de semana a todas Para hoy look relajado con unos pants frescos y una blusa de capas #salhuaclothing,positive
278,Feliz viernes a todos Happy friday everyone,negative
279,El vlog de hoy mis oseznos MI PRIMER BAUTIZO POLAR,positive
280,#Preguntadeld ía Cómo define su estilo al vestir yo soy vintage chic con toque rockero,neutral
281,Can you tell me who SHE is Tendemos a decirlo incorrectamente Can you tell me who IS she Hope this helps,positive
282,Crotch Entrepierna Yes the pants fit fine but they ’re just a little tight on the crotch,neutral
283,proud of my twin tower jaja ahora me motivaste demasiado con lo de college,positive
284,Happy bday te queremos,positive
285,Mi hermano llega en días how moti,positive
286,Un tiny cake y juguito de uva antes de dormir,positive
287,fast foward a semana santa plij,positive
288,A quien se le ocurre gastar un dia en plaza wtf,neutral
289,El Party hasta abajo es el Domingo con,positive
290,es verdad sorryyyy disappointed face,neutral
291,Ay tantos recuerdos de nuestras memorias,positive
292,-gets jaja -ese pelo -contigo se pasa bien,positive
293,Zombers se que podemos llegar al Millón de descargas Aun faltáis muchos por descargar red heart skull,positive
294,Atrévete a usar este otoño e invierno los neones en bufanda gorro o guantes Están #in,positive
295,La vida no se trata de olvidarte de tus principios para conseguir x objetivos eh Just saying,positive
296,Y así murió -la bloquean- me gustó esa parte del daily de ayer quería dibujarlo,negative
297,Venga va una foto mía antigua Zombers en esta foto todavía no había hecho ni mi primer Rap play,positive
298,Sé que si cojo un nap me quedo pegá so better not,positive
299,Se me cierran los ojitos ya pero lo he logrado Nueva batalla y la siguiente CIVIL WAR smiling face with horns smiling face with horns fire fire,positive
300,que cuteeeee,positive
301,Be a part of our Hispanic Heritage Month mural Share your contribution with #CreaFuturo,positive
302,El Saludo al Mega Salón D Training G R E A T,neutral
303,De Luis a Puerto Rico real quick,neutral
304,OSEA ok Yo creo que desde como grado yo no sacaba un,positive
305,Why can n't I stop eating fearful face fearful face weary face red heart,positive
306,pero fakk emmm no son shiettt los demas a toda madre Well at least in my fam lol pero you know idgaf yo le doy mi mano a,negative
307,tatuajes pequeños para citas whatsapp texto,positive
308,OMOMAIGA OMFG face screaming in fear face screaming in fear face screaming in fear face screaming in fear Mi lady zomber me ha regalado mi colonia favorita y vino para cuidar de mi smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes squinting face with tongue face savoring food,positive
309,Animal print la estampa eternamente elegida por la mujeres Se renueva temporada a temporada en todo,positive
310,Good block pero valio madres el remate,positive
311,#gspartylatino Grand Slam Party Latino #elvacilondelagatita Grand Slam Party Latino,positive
312,Fake face with tears of joy loudly crying face beaming face with smiling eyes,positive
313,olvidalo tonto u got jokes tonight Lol And maybe u should give me a job boss lmao jk Im glad siguele por buen camino,positive
314,At the drop of a dime Instantáneamente sin vacilación Do n’t test me I ’ll leave you at the drop of a dime,negative
315,Que pija de gol men,negative
316,Food coma,positive
317,Ya estan en #Sydney Welcome to #Australia,neutral
318,El vlog de hoy ESTO ES UN TIMO,positive
319,Fetch Jugar con un perro a lanzar un objeto y que el lo traiga Every time I play fetch with my dog he never wants to bring the toy back,neutral
320,El outfit más sweet para comenzar el fin de semana #salhuaclothing,neutral
321,LA BATALLA DEL SIGLO FNAF VS MINECRAFT KRONNO ZOMBER ZARCORT EPIC BATTLE Videoclip vía,positive
322,Cansada pero contenta aquí vamos a laborar con el pueblo #friday,neutral
323,Listo para presentar en breve la lista de finalistas Stylist,positive
324,#relax con mi #honey en #StThomas Un saludito a los #painkillers #megansbay,positive
325,yo no eso jajajaj I downloaded it to my phone a ese nivel ni papel quiero gastar,positive
326,One #pashmina different ways to wear it #top #scarf #turban #pareo #wraparoundskirt #style,positive
327,La en dirección a Bayamon esta naSty Tapón por construcción,positive
328,Me ha gustado un vídeo de de Rise of the Tomb Raider RAP PLAY KRONNO Z,positive
329,Soy una hoarder de ropa que creo que voy usar I need help,neutral
330,OMG para ti Full,positive
331,La respuesta para el #TechTrivia es falso A finales de habían torres de servicio celular en EE UU,neutral
332,Estamos llegando a las visualizaciones en Snapchat y eso me hace feliz MUY FELIZ Hoy seguimos con el Domingo de Snupchut smirking face,positive
333,And simpa was like cochina,negative
334,Y tu a mi cookie broken heart,positive
335,Mi selfie de hoy gracias a mi por el look Estaba sabrosa Sabro,positive
336,by En la #alfombraroja,positive
337,police car light police car light police car light police car light Me escriben al DM Gracias,positive
338,Ahora mismo voy a salir a comprar cosas necesarias para el videoclip de ZOMBER GIRL,positive
339,Respuesta de la #TechTrivia Cierto El de junio de Antonio Meucci fue reconocido como el verdadero inventor del teléfono,positive
340,No room for imagining because everyone 's seen everything,positive
341,Sorry jeje,neutral
342,Me ha gustado un vídeo de de Cryptic Wisdom Me Myself I G-Eazy Remix,positive
343,Después de como años continúo viendo Gossip Girl,neutral
344,Cielo On Saturday,positive
345,plaza del sol Las americas Mall of san juan Cual mallll te pone face with tears of joy face with tears of joy,positive
346,Yesss baby Grax a Dios x pq Todo llega en el momento Correcto,positive
347,#selfie #SuperBowlSunday con mi beba #daughter,positive
348,cogí un nap todavia me duele la cabeza,negative
349,Happy Friday Familia #ElvacilonDeLaGatita #battingcage #HappyHour ave NW Calle,positive
350,Lmao Okay you fall first than I 'll just stay there laugh person tipping hand lmao jk jk Tus ideas me agradan,positive
351,People are dumb af Me retiro de to,positive
352,jajajajajajaj only you,neutral
353,Está amaneciendoooooo y el sol saliendooooooo y amanezco jugando al roket microphone sun sun face with tears of joy face with tears of joy,positive
354,I believe so yes En el tercer piso del centro,positive
355,Bien cabrón I get you,negative
356,#TechTrivia Qué porcentaje de los norteamericanos usan emojis cada día A B C D,neutral
357,Ella acaba de ganar tickets al Grand Slam Saca la foto cuando veas el billboard y participas,neutral
358,Películas jangueos playa facetime Subway lo que sea pero que sea contígo,positive
359,Yeah I 'm down after class lol I 'll hit you up manana no cardio tho lol #mejormesiento,positive
360,#felizdiadelamadre #madremexicana #mami #love #madre #hija #teamo #amorpuro #laneta #dichos,positive
361,mira mi otro tweet two hearts,positive
362,Vamos pan agua #Clevlander #ElVacilondelaGatita,positive
363,Imagen Modeling by La Gatita Regístrate en para detalles y esta semana te,positive
364,i like talking on the phone for a good while better than texting for some reason jaja,positive
365,Gracias por mi vestido Tengo a las mejores styling de Miami grinning cat with smiling eyes kiss mark,positive
366,Ponte en Forma con La Gatita todos los Domingos en Westland Mall,positive
367,Me gusta el olor del gym,negative
368,la mierda de este dorm es que esta tan lejos del baño wtf happens if like I really have to pee,positive
369,Well rn I 'm in the rr cuzs me iso mal el mole or idk,negative
370,WOW WOW WOW WOW WOW flushed face no lo puedo creer Truly a crime against humanity,positive
371,bests hermosa y buena vibrant Siempre,positive
372,Hola Barranquillera I 've been sick that 's why I did n't reply love it more when you guys step by and say hello see u around,positive
373,siempre hacen layaways el cliente lo paga completo y cuando lo va a sacar le dicen que NO está disponible,negative
374,quiero popcorn,neutral
375,MIRA BYE cherry blossom cherry blossom cherry blossom cherry blossom two hearts two hearts loudly crying face loudly crying face OK hand medium-light skin tone,positive
376,enzima Eso es lo que está escrito en-cima de mi tumba Pq este examen me acaba de clavar she said while crying over her test,positive
377,tiene iniciativa no pone excusas creativo hace reír se preocupa por ti tiene flow y escucha malianteo contigo,neutral
378,Anyways tonight I ate pososle frijoles charros spaghetti pollo tostadas gelatina canela and idk me mas lol,positive
379,Trabajando hoy en Rueda de prensa #premiostumundo #host jeans #disel Saco #hugoboss,positive
380,No me preocupa spam tw a esta hr cause casi nunca hay gente sou #yolo,neutral
381,Puñeta esta gente se cree que todo el mundo tiene que girar a su entorno si no gano por el que votaste S U P E R A LO,negative
382,No voy a estar feliz hasta que jane y rafael esten juntos en jane the virgin,negative
383,Estos downs sin razón me sacan por techo,positive
384,New arrivals Todo lo NUEVO disponible a partir del MARTES DE MARZO #cantwait #allyouneedisecuador,positive
385,tres vídeos pensados YellowMellow para rato,neutral
386,Imagen Modeling by La Gatita #kidsModel trabajando en la seguridad de tus niñas Regístrate en,positive
387,Quiero otro tatuaje men,positive
388,pm y yo ready para dormir neutral face face with tears of joy,neutral
389,El primer vlog de hoy pequeños suricatos PRIMER DÍA EN COLOMBIA,positive
390,Look de viernes #goredforwomen fight heart decease #red #rojo apoya la,positive
391,Hang in there Aguantar Just hang in there tough times will pass,positive
